id,occupation
ChTowns1870,Poet
ChTowns1870,Clergy
ChTrant1837,None
ChTreby1739,None
ChTreis1780,Political
ChTreis1780,Civil
ChTreis1780,Landed
ChTrela1764,Political
ChTrela1764,Civil
ChTrela1764,Landed
ChTrela1820,Army
ChTrela1820,Political
ChTrela1820,Landed
ChTrela1878,Writer
ChTrela1878,Clergy
ChTrela1878,Landed
ChTrenc1837,Political
ChTrenc1837,Clergy
ChTrenc1837,Army
ChTrenc1837,Landed
ChTrenc1837,Aristocracy
ChTreve1886,Writer
ChTreve1886,Civil
ChTreve1886,Landed
ChTrimn1723,Clergy
ChTrimn1776,Clergy
ChTrott1883,Aristocracy
ChTrumb1766,None
ChTrye1811,Writer
ChTrye1811,Medicine
ChTrye1811,Landed
ChTryon1744,Landed
ChTudwa1770,Political
ChTudwa1770,Landed
ChTufne1822,Writer
ChTufne1822,Clergy
ChTufto1803,Aristocracy
ChTulk1810,None
ChTulk1849,Writer
ChTulk1849,Political
ChTulk1849,Civil
ChTulle1830,Craft
ChTulle1830,Science
ChTulle1830,Communication
ChTunna1837,Civil
ChTunna1837,Landed
ChTurne1738,Political
ChTurne1738,Civil
ChTurne1738,Landed
ChTurne1757,Political
ChTurne1757,Civil
ChTurne1757,Landed
ChTurne1783,Political
ChTurne1783,Sport
ChTurne1783,Landed
ChTurne1810,Political
ChTurne1810,Sport
ChTurne1810,Landed
ChTurne1826,Army
ChTurne1826,Civil
ChTurne1854,Communication
ChTurne1856,Communication
ChTurne1856,Bank
ChTurne1856,Civil
ChTurne1856,Landed
ChTurne1857,Engraver
ChTurne1857,Art
ChTurne1857,Book
ChTurne1879,Writer
ChTurne1879,Poet
ChTurne1879,Clergy
ChTurne1879,Landed
ChTurno1853,Clergy
ChTurno1853,Civil
ChTurno1853,Landed
ChTurno1886,Political
ChTurno1886,Civil
ChTurno1886,Landed
ChTurvi1839,Law
ChTweed1821,Writer
ChTweed1821,Civil
ChTweed1821,Crime
ChTwisl1812,None
ChTyler1835,Navy
ChTyler1846,Navy
ChTynte1785,Political
ChTynte1785,Landed
ChTyrel1811,Clergy
ChTyrel1811,Landed
ChTyrel1872,Political
ChTyrel1872,Civil
ChTyrel1872,Landed
ChUpche1857,Aristocracy
ChUpton1814,Civil
ChUpton1814,Landed
ChUrquh1828,Army
ChUrquh1828,Landed
ChUsedo1886,None
ChUsshe1763,Landed
ChUsshe1769,Political
ChUsshe1769,Landed
ChValla1812,Writer
ChValla1812,Engineer
ChValla1812,Antiquary
ChValla1812,Army
ChVan1778,Political
ChVan1778,Landed
ChVanNo1750,Communication
ChVanNo1864,Communication
ChVanNo1864,Bank
ChVanNo1864,Landed
ChVanbr1740,Navy
ChVanbr1740,Political
ChVanbr1740,Landed
ChVanbr1745,Army
ChVanco1815,Writer
ChVanco1815,Science
ChVaugh1849,Writer
ChVaugh1849,Diplomacy
ChVaugh1849,Civil
ChVaugh1849,Travel
ChVaugh1897,Writer
ChVaugh1897,Head master
ChVaugh1897,Clergy
ChVere1843,Army
ChVere1843,Political
ChVerno1762,Political
ChVerno1762,Communication
ChVerno1762,Landed
ChVerno1810,Political
ChVerno1810,Army
ChVerno1810,Civil
ChVerno1835,Civil
ChVigno1875,Writer
ChVigno1875,Engineer
ChVigno1875,Professor
ChVigno1875,Civil
ChVigno1875,Army
ChVigno1875,Landed
ChVigno1877,Clergy
ChVilli1898,Law
ChVilli1898,Political
ChVilli1898,Civil
ChVilli1898,Landed
ChVince1805,School master
ChVince1805,Clergy
ChVince1805,Theater
ChViner1756,Writer
ChViner1756,Antiquary
ChViner1756,Law
ChVivia1822,Navy
ChVonAl1840,Army
ChVoyse1912,Clergy
ChWager1743,Navy
ChWager1743,Political
ChWager1743,Civil
ChWager1743,Landed
ChWake1796,Clergy
ChWalba1802,Landed
ChWalco1726,Landed
ChWalco1799,Political
ChWalco1799,Civil
ChWalco1799,Landed
ChWale1845,Army
ChWale1845,Civil
ChWale1845,Landed
ChWalke1765,None
ChWalke1829,Writer
ChWalke1829,Dramatist
ChWalke1873,Political
ChWalke1873,Landed
ChWall1815,Bank
ChWall1815,Landed
ChWall1853,Political
ChWall1853,Landed
ChWall1862,Writer
ChWall1862,Oriental scholar
ChWall1862,Professor
ChWall1862,Clergy
ChWall1862,Landed
ChWalli1843,School master
ChWalli1843,Clergy
ChWallo1771,Political
ChWallo1771,Aristocracy
ChWalme1797,Writer
ChWalme1797,Science
ChWalme1797,Clergy
ChWalpo1843,Aristocracy
ChWalte1811,School master
ChWalte1811,Clergy
ChWalte1878,Engineer
ChWarbu1826,Clergy
ChWard1799,Law
ChWard1823,Theater
ChWarde1832,None
ChWare1835,None
ChWarne1887,Writer
ChWarne1887,Antiquary
ChWarne1887,Manufacturing
ChWarne1887,Landed
ChWarre1823,Engraver
ChWarre1823,Art
ChWarre1823,Book
ChWarre1829,Law
ChWarre1829,Political
ChWarre1829,Sport
ChWarre1829,Civil
ChWarre1829,Landed
ChWater1865,Writer
ChWater1865,Travel writer
ChWater1865,Science
ChWater1865,Landed
ChWatki1808,Writer
ChWatki1808,Law
ChWatki1873,Writer
ChWatki1873,Poet
ChWatki1873,Clergy
ChWatso1757,Civil
ChWatso1757,Navy
ChWatso1796,None
ChWatso1844,Landed
ChWatso1859,None
ChWatso1866,Writer
ChWatso1866,Clergy
ChWebst1867,None
ChWeich1850,Music
ChWeld1864,Aristocracy
ChWeld1869,Writer
ChWeld1869,Travel writer
ChWeld1869,Librarian
ChWeld1869,Law
ChWeld1869,Civil
ChWellb1858,Writer
ChWellb1858,Antiquary
ChWellb1858,Biblical scholar
ChWellb1858,College headmaster
ChWellb1858,Clergy
ChWelle1858,Army
ChWelle1858,Political
ChWelle1858,Civil
ChWelle1858,Landed
ChWelle1858,Aristocracy
ChWells1879,Writer
ChWells1879,Poet
ChWells1879,Law
ChWelma1869,Aristocracy
ChWentw1810,Aristocracy
ChWentw1844,Landed
ChWesle1788,Writer
ChWesle1788,Poet
ChWesle1788,Clergy
ChWesle1834,Music
ChWest1795,None
ChWestb1760,None
ChWeste1771,Landed
ChWestm1868,Writer
ChWestm1868,Journalist
ChWesto1798,Manufacturing
ChWesto1798,Civil
ChWesto1801,Writer
ChWesto1801,Clergy
ChWethe1846,Law
ChWethe1846,Political
ChWethe1846,Civil
ChWethe1846,Landed
ChWeyla1845,None
ChWhart1855,Aristocracy
ChWheat1742,Writer
ChWheat1742,Antiquary
ChWheat1742,Clergy
ChWheat1875,Writer
ChWheat1875,Professor
ChWheat1875,Craft
ChWheat1875,Communication
ChWheel1816,Communication
ChWheel1827,Book
ChWheel1827,Printer
ChWheel1827,Communication
ChWheel1833,Writer
ChWheel1833,Printer
ChWheel1833,Book seller
ChWheel1833,Communication
ChWheel1833,Book
ChWheel1858,Writer
ChWheel1858,Poet
ChWheel1858,Clergy
ChWhele1821,Clergy
ChWhele1821,Landed
ChWhele1856,Landed
ChWhich1786,Civil
ChWhich1786,Landed
ChWhich1865,Painter
ChWhich1865,Dramatist
ChWhich1865,Art
ChWhite1753,Navy
ChWhite1753,Army
ChWhite1813,Writer
ChWhite1813,Medicine
ChWhite1813,Landed
ChWhite1861,Writer
ChWhite1861,Novelist
ChWhite1861,Civil
ChWhite1861,Clerk
ChWhite1861,Army
ChWhite1862,Writer
ChWhite1862,Poet
ChWhite1862,Novelist
ChWhite1862,Dramatist
ChWhite1862,Clerk
ChWhiti1875,Printer
ChWhiti1875,Civil
ChWhiti1875,Communication
ChWhiti1875,Book
ChWhitl1822,Theater
ChWhitm1877,Law
ChWhitm1877,Civil
ChWhitm1877,Landed
ChWhitt1840,Printer
ChWhitt1840,Book seller
ChWhitt1840,Book
ChWhitt1840,Communication
ChWhitt1876,Printer
ChWhitt1876,Book
ChWhitt1876,Communication
ChWhitw1778,Political
ChWhitw1778,Civil
ChWhitw1778,Landed
ChWicks1870,Civil
ChWicks1870,Landed
ChWicks1885,Writer
ChWicks1885,Journalist
ChWicks1885,Clergy
ChWicks1885,Landed
ChWight1812,Law
ChWigle1859,Communication
ChWigle1859,Book
ChWigle1859,Book seller
ChWigle1859,Music
ChWild1835,Painter
ChWild1835,Engraver
ChWild1835,Print Seller
ChWild1835,Art
ChWild1835,Book
ChWildb1792,Communication
ChWiley1826,Book
ChWiley1826,Book seller
ChWiley1826,Communication
ChWilke1833,Bank
ChWilki1782,Law
ChWilki1782,Political
ChWilki1836,Writer
ChWilki1836,Oriental scholar
ChWilki1836,Printer
ChWilki1836,Civil
ChWilki1836,Communication
ChWilki1850,Teacher
ChWilki1850,Science
ChWilki1850,Medicine
ChWilki1850,Communication
ChWilli1739,None
ChWilli1759,Writer
ChWilli1759,Poet
ChWilli1759,Essayist
ChWilli1759,Political
ChWilli1759,Diplomacy
ChWilli1759,Civil
ChWilli1759,Landed
ChWilli1794,None
ChWilli1794a,Law
ChWilli1794a,Civil
ChWilli1813,None
ChWilli1829,None
ChWilli1845,Law
ChWilli1845,Civil
ChWilli1866,Writer
ChWilli1866,Clergy
ChWilli1866a,Law
ChWilli1866a,Manufacturing
ChWilli1866a,Communication
ChWilli1866a,Landed
ChWilli1867,Printer
ChWilli1867,Book
ChWilli1867,Communication
ChWillo1726,Army
ChWillo1726,Diplomacy
ChWillo1726,Civil
ChWillo1808,Civil
ChWillo1808,Landed
ChWillo1845,None
ChWills1741,Army
ChWills1741,Political
ChWills1741,Civil
ChWills1741,Landed
ChWilmo1852,Diplomacy
ChWilmo1852,Civil
ChWilso1792,Writer
ChWilso1792,Clergy
ChWilso1801,Writer
ChWilso1801,Biblical scholar
ChWilso1801,Professor
ChWilso1801,Clergy
ChWilso1829,Political
ChWilso1829,Communication
ChWilso1829,Book
ChWilso1829,Landed
ChWilso1842,Sport
ChWilso1842,Landed
ChWilso1882,Painter
ChWilso1882,Architect
ChWilso1882,School master
ChWilso1882,Art
ChWilto1859,Writer
ChWilto1859,Science
ChWilto1859,Clergy
ChWinde1855,Law
ChWinde1855,Writer
ChWinde1855,Journalist
ChWinde1855,Civil
ChWinde1855,Landed
ChWindh1827,Aristocracy
ChWingf1807,Aristocracy
ChWisem1778,Music
ChWisem1823,None
ChWithe1731,Civil
ChWithe1731,Political
ChWithe1731,Landed
ChWodeh1870,Clergy
ChWodeh1870,Civil
ChWodeh1870,Landed
ChWogan1754,Army
ChWogan1754,Civil
ChWoide1790,Writer
ChWoide1790,Oriental scholar
ChWoide1790,Librarian
ChWoide1790,Clergy
ChWolfe1823,Writer
ChWolfe1823,Poet
ChWolfe1823,Clergy
ChWolfe1847,None
ChWolla1764,Medicine
ChWolla1840,Law
ChWolla1840,Civil
ChWolla1840,Landed
ChWolls1817,Army
ChWolse1808,Navy
ChWolse1808,Political
ChWolse1819,None
ChWolse1826,None
ChWolse1846,Political
ChWolse1846,Landed
ChWood1782,Navy
ChWood1782,Landed
ChWood1863,None
ChWoodc1818,Landed
ChWoodf1724,Painter
ChWoodf1724,Art
ChWoodf1857,Clerk
ChWoodf1857,Civil
ChWoodf1870,None
ChWoodm1789,Writer
ChWoodm1789,Poet
ChWoodm1789,Communication
ChWoodm1789,Clergy
ChWoodm1789,Landed
ChWoodw1808,Book
ChWoodw1808,Book seller
ChWoodw1808,Communication
ChWords1846,Writer
ChWords1846,Poet
ChWords1846,College headmaster
ChWords1846,Clergy
ChWords1885,Writer
ChWords1885,Biblical scholar
ChWords1885,Head master
ChWords1885,Clergy
ChWords1892,Writer
ChWords1892,Classics scholar
ChWords1892,School master
ChWords1892,Sport
ChWords1892,Clergy
ChWorsl1739,Writer
ChWorsl1739,Political
ChWorsl1739,Law
ChWortl1844,Writer
ChWortl1844,Political
ChWortl1844,Army
ChWortl1844,Landed
ChWortl1844,Aristocracy
ChWren1723,Architect
ChWren1723,Writer
ChWren1723,Science
ChWren1723,Political
ChWren1723,Professor
ChWren1723,Art
ChWren1723,Civil
ChWren1747,Political
ChWren1747,Antiquary
ChWren1747,Civil
ChWren1747,Landed
ChWren1771,Landed
ChWren1797,Landed
ChWren1828,Civil
ChWren1828,Landed
ChWyatt1819,Army
ChWyatt1819,Architect
ChWyatt1819,Art
ChWyatt1819,Political
ChWyatt1819,Landed
ChWyatt1832,None
ChWymon1776,Landed
ChWyndh1828,Political
ChWyndh1828,Civil
ChWyndh1828,Landed
ChWyndh1828,Aristocracy
ChWynn1825,Aristocracy
ChWynn1832,None
ChWynn1850,Political
ChWynn1850,Writer
ChWynn1850,Civil
ChWynn1850,Law
ChWynn1850,Landed
ChWynn1869,None
ChWyvil1822,Writer
ChWyvil1822,Clergy
ChWyvil1822,Landed
ChWyvil1863,Navy
ChYates1803,Aristocracy
ChYeatm1770,Clergy
ChYonge1830,School master
ChYonge1830,Clergy
ChYonge1891,Writer
ChYonge1891,Classics scholar
ChYonge1891,Historian
ChYonge1891,Professor
ChYonge1891,Clergy
ChYorke1770,Writer
ChYorke1770,Law
ChYorke1770,Political
ChYorke1770,Civil
ChYorke1770,Landed
ChYorke1770,Aristocracy
ChYorke1810,Aristocracy
ChYorke1834,Law
ChYorke1834,Civil
ChYorke1834,Political
ChYorke1834,Landed
ChYorke1863,Clergy
ChYorke1880,Army
ChYoung1758,Music
ChYoung1850,None
ChYoung1856,Clerk
ChYoung1856,Theater
ChYoung1856,Communication
ChYoung1869,Writer
ChYoung1869,Antiquary
ChYoung1869,Civil
ChZichy1851,Aristocracy
ChZinck1767,Painter
ChZinck1767,Art
ChZinck1795,Law
ChZinck1795,Clerk
ChZinck1795,Civil
CharlesEdward,Landed
CharlesEdward,Aristocracy
CharlotteWurt,Aristocracy
CiAclan1750,None
CiTurns1712,Aristocracy
ClAbel1826,Medicine
ClAbel1826,Science
ClAlexa1809,Communication
ClAlexa1809,Civil
ClAlexa1809,Manufacturing
ClAlexa1809,Landed
ClAlexa1899,Army
ClAlexa1899,Landed
ClAmyan1740,Army
ClAmyan1740,Medicine
ClAmyan1774,Law
ClAmyan1774,Political
ClAmyan1774,Civil
ClAmyan1774,Book
ClAmyan1774,Librarian
ClAmyan1774,Landed
ClArche1796,Medicine
ClBerna1889,None
ClBoehm1741,Communication
ClBoswe1824,Law
ClBoswe1824,Civil
ClBoswe1824,Landed
ClBrams1844,None
ClBucha1815,Writer
ClBucha1815,Oriental scholar
ClBucha1815,Clergy
ClCarly1864,Medicine
ClCarly1864,Civil
ClCartw1828,None
ClClair1879,Service
ClClark1862,None
ClCorra1724,Political
ClCorra1724,Landed
ClCotte1812,Communication
ClCottr1758,Antiquary
ClCottr1758,Host
ClCottr1758,Landed
ClCottr1808,Landed
ClCrach1799,Bibliophile
ClCrach1799,Clergy
ClCrach1799,Landed
ClCress1818,Law
ClCress1818,Civil
ClCress1818,Landed
ClCrutw1808,Writer
ClCrutw1808,Biblical scholar
ClCrutw1808,Medicine
ClCrutw1808,Clergy
ClDewar1830,None
ClDicey1775,Book seller
ClDicey1775,Printer
ClDicey1775,Antiquary
ClDicey1775,Book
ClDicey1775,Communication
ClDicey1775,Landed
ClDuBos1746,Engraver
ClDuBos1746,Print Seller
ClDuBos1746,Art
ClDuBos1746,Book
ClDuBos1746,Communication
ClFishe1898,Theater
ClFonne1740,Communication
ClFonne1740,Bank
ClFonne1740,Landed
ClFonne1785,Clergy
ClFonne1785,Landed
ClFranc1792,Medicine
ClFranc1829,Clergy
ClFulle1856,None
ClFynes1833,Law
ClFynes1833,Political
ClFynes1833,Civil
ClFynes1833,Landed
ClGayto1785,Navy
ClGilbe1743,Bibliophile
ClGilbe1743,Professor
ClGilbe1743,Clergy
ClGowan1809,Communication
ClGowan1809,Civil
ClGraha1877,Writer
ClGraha1877,Poet
ClGraha1877,Host
ClHamil1782,Political
ClHamil1782,Landed
ClHamil1808,Political
ClHamil1808,Aristocracy
ClHotha1759,None
ClHue1861,Medicine
ClHunte1851,Law
ClHunte1851,Political
ClHunte1851,Landed
ClIngle1886,Writer
ClIngle1886,Law
ClKent1746,Civil
ClKent1746,Political
ClKent1746,Army
ClKent1746,Landed
ClLawso1861,None
ClLosco1853,Writer
ClLosco1853,Antiquary
ClLosco1853,Landed
ClMacir1895,Music
ClMalco1830,None
ClMarti1800,Army
ClMarti1800,Communication
ClMarti1800,Landed
ClMeyri1826,None
ClMiddl1832,None
ClMiles1868,None
ClMinch1812,None
ClMoney1899,None
ClMoray1789,None
ClMorie1834,None
ClMuirh1872,Writer
ClMuirh1872,Journalist
ClMuirh1872,Printer
ClMuirh1872,Book
ClMuirh1872,Communication
ClNoel1733,Political
ClNoel1733,Civil
ClNoel1733,Landed
ClNovel1908,Music
ClONeil1749,Political
ClONeil1749,Landed
ClOtway1851,None
ClPassa1778,Manufacturing
ClPope1838,Painter
ClPope1838,Art
ClPorte1766,Aristocracy
ClReeve1807,Writer
ClReeve1807,Novelist
ClReeve1807,Poet
ClRevel1870,None
ClRich1821,Writer
ClRich1821,Travel writer
ClRich1821,Oriental scholar
ClRich1821,Civil
ClRich1821,Communication
ClRowle1805,Political
ClRowle1805,Law
ClRowle1805,Landed
ClRush1876,None
ClRusse1820,Civil
ClRusse1846,Communication
ClSaxto1810,Civil
ClSaxto1810,Landed
ClSchoa1849,None
ClScott1830,Communication
ClScott1830,Bank
ClScott1830,Political
ClScott1830,Landed
ClScott1874,Writer
ClScott1874,Bank
ClScott1874,Landed
ClSharp1872,None
ClShort1926,Clerk
ClShort1926,Civil
ClShort1926,Writer
ClShort1926,Journalist
ClShove1707,Navy
ClShove1707,Civil
ClShove1707,Political
ClShove1707,Landed
ClStanf1867,Navy
ClStanf1867,Painter
ClStanf1867,Art
ClStanf1867,Theater
ClStron1827,Communication
ClSwans1863,Law
ClSwans1863,Civil
ClTapps1831,None
ClTarle1797,Civil
ClTaylo1804,Manufacturing
ClTaylo1804,Political
ClTaylo1804,Landed
ClTraff1786,Civil
ClTraff1786,Landed
ClTrail1833,None
ClTudwa1815,Law
ClTudwa1815,Political
ClTudwa1815,Civil
ClTudwa1815,Landed
ClTudwa1830,Army
ClTudwa1830,Clergy
ClUpton1725,Political
ClUpton1725,Army
ClUpton1725,Landed
ClVilli1810,Aristocracy
ClVilli1858,Aristocracy
ClWade1861,Army
ClWade1861,Diplomacy
ClWalki1802,Aristocracy
ClWearg1726,Law
ClWearg1726,Civil
ClWearg1726,Political
ClWinst1808,Civil
ClWinst1808,Landed
ClWintr1748,Writer
ClWintr1748,Medicine
ClWintr1748,Landed
ClWintr1794,Writer
ClWintr1794,Army
ClWintr1794,Medicine
CoAlexa1772,Painter
CoAlexa1772,Art
CoBaill1831,None
CoBampf1727,Political
CoBampf1727,Landed
CoBampf1791,Painter
CoBampf1791,Art
CoBampf1791,Landed
CoBarbo1783,Writer
CoBarbo1783,Professor
CoBarbo1783,Medicine
CoBatem1821,Landed
CoBlenn1724,Political
CoBlenn1724,Law
CoBlenn1724,Landed
CoBlenn1792,Landed
CoBolto1779,Political
CoBolto1779,Civil
CoBolto1779,Landed
CoBolto1829,Political
CoBolto1829,Landed
CoBooth1789,Theater
CoBoyle1844,Navy
CoBoyle1844,Political
CoBoyle1844,Landed
CoBoyle1844,Aristocracy
CoBrads1790,None
CoBrick1714,College headmaster
CoBrick1714,Clergy
CoBrick1714,Landed
CoBryan1748,Writer
CoBryan1748,Poet
CoBulle1849,Bank
CoBulle1849,Civil
CoBulle1849,Landed
CoBurgo1734,None
CoCampb1729,Architect
CoCampb1729,Writer
CoCampb1729,Art
CoCampb1752,Science
CoCampb1752,Landed
CoCampb1814,Civil
CoCampb1814,Army
CoCampb1847,Army
CoCampb1847,Civil
CoCampb1851,Navy
CoCampb1860,Clergy
CoCarde1831,Writer
CoCarde1831,Head master
CoCarde1831,Clergy
CoCarew1748,Political
CoCarew1748,Landed
CoCarr1822,Writer
CoCarr1822,School master
CoCarr1822,Clergy
CoCarri1782,Landed
CoCarri1849,Law
CoCarri1849,Political
CoCarri1849,Civil
CoCarri1849,Landed
CoCayle1777a,Law
CoCayle1777a,Civil
CoCayle1777a,Landed
CoCayle1779,Writer
CoCayle1779,Poet
CoCayle1779,Civil
CoCayle1779,Clergy
CoChamb1772,None
CoChish1825,Medicine
CoChish1825,Army
CoChish1825,Landed
CoCibbe1757,Writer
CoCibbe1757,Dramatist
CoCibbe1757,Poet
CoCibbe1757,Theater
CoClayt1762,Political
CoClayt1762,Army
CoClayt1762,Landed
CoConyn1767,None
CoCorbe1823,Art collector
CoCorbe1823,Art
CoCorbe1823,Civil
CoCorbe1823,Landed
CoCurri1814,Communication
CoCuyle1819,Army
CoCuyle1819,Civil
CoCuyle1819,Landed
CoDarcy1758,Political
CoDarcy1758,Music
CoDarcy1758,Civil
CoDarcy1758,Landed
CoDeGol1738,Bank
CoDewes1793,Landed
CoDobbs1811,Political
CoDobbs1811,Civil
CoDobbs1811,Landed
CoDomvi1768,Political
CoDomvi1768,Landed
CoDomvi1857,Army
CoDomvi1857,Political
CoDomvi1857,Civil
CoDomvi1857,Landed
CoDonov1873,Writer
CoDonov1873,Medicine
CoDrumm1776,Communication
CoDrumm1776,Civil
CoDrumm1776,Landed
CoDunlo1837,Law
CoDunlo1837,Political
CoDunlo1837,Manufacturing
CoDunlo1837,Landed
CoEllio1821,Law
CoEllio1821,Landed
CoEllis1891,Clergy
CoEllma1845,None
CoErski1740,Painter
CoErski1740,Art
CoFello1769,Law
CoFello1769,Political
CoFello1769,Civil
CoFello1769,Landed
CoFelto1719,Landed
CoField1855,Painter
CoField1855,Art
CoFireb1759,Political
CoFireb1759,Landed
CoFord1731,Clergy
CoGilli1828,Communication
CoGilli1828,Manufacturing
CoGilli1828,Landed
CoGilso1776,Music
CoGordo1800,Law
CoGordo1800,Political
CoGordo1800,Civil
CoGordo1800,Landed
CoGordo1813,Army
CoGordo1813,Aristocracy
CoGordo1867,Army
CoGraha1828,Army
CoGraha1828,Landed
CoGrant1791,Army
CoGrant1791,Law
CoGrant1835,Political
CoGrant1835,Army
CoGrant1835,Landed
CoGrier1732,Poet
CoGrier1732,Writer
CoGrier1732,Classics scholar
CoGrier1732,Printer
CoGroga1798,Political
CoGroga1798,Civil
CoGroga1798,Landed
CoHalke1856,Army
CoHalke1856,Civil
CoHall1750,None
CoHarne1781,Communication
CoHarne1781,Political
CoHarne1781,Civil
CoHarne1781,Landed
CoHeatl1820,Political
CoHeatl1820,Law
CoHeatl1820,Landed
CoHewet1841,Professor
CoHewet1841,Medicine
CoHolfo1758,None
CoInnes1874,Writer
CoInnes1874,Antiquary
CoInnes1874,Bibliophile
CoInnes1874,Professor
CoInnes1874,Civil
CoJacks1853,None
CoKnigh1837,Writer
CoKnigh1837,Novelist
CoKynas1740,Political
CoKynas1740,Civil
CoKynas1740,Landed
CoLeice1770,Bibliophile
CoLeice1770,Clergy
CoLyons1741,Political
CoLyons1741,Landed
CoMacau1836,Army
CoMacau1836,Political
CoMacau1836,Civil
CoMacau1836,Landed
CoMacau1853,Antiquary
CoMacau1853,Law
CoMacfa1793,Printer
CoMacfa1793,Book seller
CoMacfa1793,Book
CoMacfa1793,Communication
CoMacke1775,Medicine
CoMacke1821,Engineer
CoMacke1821,Art collector
CoMacke1821,Oriental scholar
CoMacke1821,Civil
CoMacke1821,Army
CoMacke1830,Law
CoMacke1830,Bibliophile
CoMacke1830,Civil
CoMacke1830,Landed
CoMacke1841,Law
CoMacke1851,Diplomacy
CoMacke1851,Civil
CoMacke1851,Landed
CoMacla1746,Writer
CoMacla1746,Science
CoMacla1746,Professor
CoMacro1767,Antiquary
CoMacro1767,Bibliophile
CoMacro1767,Art collector
CoMacro1767,Clergy
CoMacro1767,Landed
CoManni1809,Army
CoMathe1728,Writer
CoMathe1728,Historian
CoMathe1728,Science
CoMathe1728,Clergy
CoMiddl1750,Writer
CoMiddl1750,Classics scholar
CoMiddl1750,Librarian
CoMiddl1750,Clergy
CoMiddl1750,Landed
CoMilba1795,None
CoMilli1866,None
CoMilne1815,Writer
CoMilne1815,Science
CoMilne1815,Clergy
CoMoore1799,Political
CoMoore1799,Landed
CoMoore1799,Aristocracy
CoMoors1861,Navy
CoMoors1861,Communication
CoMoris1809,Painter
CoMoris1809,Art collector
CoMoris1809,Art dealer
CoMoris1809,Art
CoMorri1779,Writer
CoMorri1779,Political
CoMorri1779,Civil
CoMurdi1788,Clergy
CoNesbi1791,Political
CoNesbi1791,Civil
CoNesbi1791,Landed
CoNesbi1798,Army
CoNesbi1798,Landed
CoNevil1829,Landed
CoNewto1816,None
CoNorma1797,Landed
CoOCall1742,Political
CoOCall1742,Law
CoOCall1742,Landed
CoOCall1781,Political
CoOCall1781,Law
CoOCall1781,Landed
CoOKeef1780,Political
CoOKeef1780,Law
CoOKeef1780,Landed
CoOmman1801,Navy
CoOrme1859,Book
CoOrme1859,Book seller
CoOrme1859,Communication
CoPatmo1896,Writer
CoPatmo1896,Poet
CoPatmo1896,Essayist
CoPatmo1896,Librarian
CoPenro1815,Art collector
CoPenro1815,Art
CoPenro1815,Communication
CoPenro1815,Landed
CoPhill1765,None
CoPhipp1723,Law
CoPhipp1723,Civil
CoPiers1777,None
CoPlace1738,Writer
CoPlace1738,Antiquary
CoPlace1738,School master
CoPlace1738,Clergy
CoPowel1788,Painter
CoPowel1788,Art
CoPowel1788,Book
CoPowel1788,Librarian
CoRodes1825,Landed
CoRoger1855,Medicine
CoRoger1855,Civil
CoRomil1925,Communication
CoRusse1874,Army
CoRusse1874,Landed
CoRusse1874,Aristocracy
CoSibth1779,Political
CoSibth1779,Civil
CoSibth1779,Landed
CoSibth1822,Political
CoSibth1822,Landed
CoSkinn1799,Law
CoSkinn1799,Political
CoSkinn1799,Army
CoSmelt1832,Army
CoSmelt1832,Civil
CoSmith1829,Aristocracy
CoSmith1839,Law
CoSmith1867,Clergy
CoSmith1875,Painter
CoSmith1875,Art
CoSmyth1733,None
CoSpenc1772,Civil
CoSpenc1772,Landed
CoStewa1815,Navy
CoTalbo1880,None
CoTathw1773,Antiquary
CoTathw1773,Bibliophile
CoTathw1773,Medicine
CoThirw1875,Writer
CoThirw1875,Historian
CoThirw1875,Classics scholar
CoThirw1875,Clergy
CoTrott1837,Landed
CoTurne1874,None
CoVarle1873,Painter
CoVarle1873,Art
CoVarle1873,Craft
CoWallo1807,Political
CoWallo1807,Landed
CoWallo1807,Aristocracy
CoWebb1858,Writer
CoWebb1858,Poet
CoWebb1858,Essayist
CoWebb1858,Book
CoWhewe1855,None
CoWhith1747,Law
CoWhitm1857,None
CoWilly1816,Painter
CoWilly1816,Writer
CoWilly1816,Travel writer
CoWilly1816,Navy
CoWilly1816,Art
CoWilly1816,Clergy
CoWimbe1876,Clergy
CoWinte1808,Clergy
CrBerke1855,Political
CrBerke1855,Landed
CrCress1863,Law
CrCress1863,Political
CrCress1863,Civil
CrCress1863,Landed
CrGasco1761,Manufacturing
CrGasco1761,Political
CrGasco1761,Civil
CrGasco1761,Landed
CrMille1783,Civil
CrMille1783,Landed
CrMolin1792,Political
CrMolin1792,Civil
CrMolin1792,Landed
CrMontg1850,Army
CrMontg1850,Landed
CrMorge1794,Political
CrMorge1794,Civil
CrMorge1794,Law
CrMorge1794,Landed
CrMorti1752,Writer
CrMorti1752,Antiquary
CrMorti1752,Landed
CrMorti1752,Medicine
CrOffle1739,Political
CrOffle1739,Landed
CrOrd1832,Antiquary
CrOrd1832,Landed
CrPeyto1738,Civil
CrPeyto1738,Political
CrPeyto1738,Landed
CrPrice1776,Political
CrPrice1776,Landed
CrPrice1798,Political
CrPrice1798,Landed
CrRaine1838,Antiquary
CrRaine1838,Landed
CrTait1832,Law
CrTait1832,Landed
CrVande1794,Political
CrVande1794,Landed
CrVande1806,Army
CsMaccl,Aristocracy
CuAllan1780,Clergy
CuAllan1780,Landed
CuBarne1746,Navy
CuBarto1780,Clergy
CuBarwi1782,School master
